s41,1.0,2.0,8.0
1.0,14,52,115
2.0,6,8,86
3.0,9,10,9
4.0,15,42,116
5.0,15,27,122
6.0,11,15,151
7.0,6,30,79
8.0,7,3,17
9.0,1,13,112
10.0,5,10,137
11.0,3,9,84
12.0,13,39,137
13.0,4,9,109
14.0,8,7,3
15.0,7,24,125
16.0,10,18,136
17.0,1,12,78
18.0,26,35,96
19.0,18,48,129
20.0,2,3,24
21.0,16,21,172
22.0,18,15,120
23.0,17,25,10
24.0,2,10,89
25.0,0,0,2
26.0,7,11,71
27.0,7,22,90
28.0,2,13,73
29.0,9,20,89
30.0,2,19,5
31.0,26,26,159
