,n,r,CI95%,r2,adj_r2,p-val,BF10,power
pearson,3253,-0.10230027738615018,[-0.14 -0.07],0.01046534675328327,0.009856402351285376,4.980901743756868e-09,5.811e+05,0.9999505708232651
